Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Female,-,-,-,30.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2007,Female,-,-,-,30,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2009,Female,-,-,-,30.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2010,Female,-,-,-,31.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Female,-,-,-,30.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2011,Female,-,-,-,32.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2012,Female,-,-,-,33.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2010,Female,-,-,-,25.5,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2011,Female,-,-,-,32.8,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2012,Female,-,-,-,34.2,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2013,Female,-,-,-,33,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2015,Female,-,-,-,35.1,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2014,Female,-,-,-,34.5,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2016,Female,-,-,-,34.9,-,-,Percentage,Country data,-,Data reference period: End of the year,Population coverage: Excluding both institutional population and armed forces and/or conscripts;
Proportion of women in managerial positions,Caucasus and Central Asia,31,Azerbaijan,2017,Female,-,-,-,34.5,-,-,Percentage,Country data,-,Employment definition: Excluding own-use production workers,Data reference period: End of the year
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2008,Female,-,-,-,21.5,-,-,Percentage,Country data,-,Data reference period: July,Reference group coverage: Total employment;
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2011,Female,-,-,-,31.7,-,-,Percentage,Country data,-,Data reference period: October,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2013,Female,-,-,-,28.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - maximum age: 75 years old;
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2015,Female,-,-,-,29.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - maximum age: 75 years old;
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2014,Female,-,-,-,32.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - maximum age: 75 years old;Break in series: Methodology revised
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2016,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - maximum age: 75 years old;
Proportion of women in managerial positions,Caucasus and Central Asia,51,Armenia,2017,Female,-,-,-,28.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - maximum age: 75 years old;
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2003,Female,-,-,-,28.4,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2000,Female,-,-,-,19,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2005,Female,-,-,-,26.3,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2007,Female,-,-,-,34,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2001,Female,-,-,-,23.4,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2004,Female,-,-,-,25.6,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2006,Female,-,-,-,32.5,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2002,Female,-,-,-,27.5,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,268,Georgia,2017,Female,-,-,-,32,-,-,Percentage,Country data,-,Employment definition: Including subsistence workers,Geographical coverage: Total national  excluding some areas
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2003,Female,-,-,-,34.2,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2008,Female,-,-,-,38.4,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2005,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2007,Female,-,-,-,36.8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2009,Female,-,-,-,38.8,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2010,Female,-,-,-,37.2,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2001,Female,-,-,-,33,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2004,Female,-,-,-,38,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2006,Female,-,-,-,35.8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2011,Female,-,-,-,38.5,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2002,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2012,Female,-,-,-,39.8,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2013,Female,-,-,-,38.3,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,398,Kazakhstan,2015,Female,-,-,-,37.1,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts;,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2003,Female,-,-,-,25.8,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2005,Female,-,-,-,30.1,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2009,Female,-,-,-,30.6,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2010,Female,-,-,-,32.4,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2004,Female,-,-,-,25.2,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2006,Female,-,-,-,35.2,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2011,Female,-,-,-,29.1,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2002,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2012,Female,-,-,-,32.3,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2013,Female,-,-,-,27.5,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2015,Female,-,-,-,35.7,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2014,Female,-,-,-,33.4,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2016,Female,-,-,-,34.9,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Caucasus and Central Asia,417,Kyrgyzstan,2017,Female,-,-,-,36.2,-,-,Percentage,Country data,-,Employment definition: Excluding own-use production workers;,-
Proportion of women in managerial positions,Caucasus and Central Asia,762,Tajikistan,2009,Female,-,-,-,14.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Western Asia,48,Bahrain,2001,Female,-,-,-,12.3,-,-,Percentage,Country data,-,Data reference period: April;,-
Proportion of women in managerial positions,Western Asia,48,Bahrain,2004,Female,-,-,-,10.6,-,-,Percentage,Country data,-,Data reference period: November,Reference group coverage: Total employment;
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2003,Female,-,-,-,12.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2000,Female,-,-,-,12.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2005,Female,-,-,-,12.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2007,Female,-,-,-,10.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2009,Female,-,-,-,12.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2010,Female,-,-,-,12.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2001,Female,-,-,-,10.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2004,Female,-,-,-,11.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2006,Female,-,-,-,11.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2011,Female,-,-,-,10.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2002,Female,-,-,-,9.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2012,Female,-,-,-,14.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2013,Female,-,-,-,15,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2015,Female,-,-,-,15.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2014,Female,-,-,-,15.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2016,Female,-,-,-,19.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,275,State of Palestine,2017,Female,-,-,-,15.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-
Proportion of women in managerial positions,Western Asia,368,Iraq,2007,Female,-,-,-,11.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Western Asia,368,Iraq,2012,Female,-,-,-,21.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Western Asia,414,Kuwait,2005,Female,-,-,-,13.9,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,414,Kuwait,2015,Female,-,-,-,14,-,-,Percentage,Country data,-,Data reference period: Fourth quarter,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Western Asia,414,Kuwait,2016,Female,-,-,-,13.6,-,-,Percentage,Country data,-,Data reference period: Fourth quarter,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,Western Asia,422,Lebanon,2007,Female,-,-,-,8.4,-,-,Percentage,Country data,-,Data reference period: February;,-
Proportion of women in managerial positions,Western Asia,422,Lebanon,2004,Female,-,-,-,11.2,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,512,Oman,2008,Female,-,-,-,5.5,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Excluding nationals in the private sector;
Proportion of women in managerial positions,Western Asia,512,Oman,2000,Female,-,-,-,9.3,-,-,Percentage,Country data,-,Population coverage: Nationals  residents,Age coverage - minimum age: 12 years old;
Proportion of women in managerial positions,Western Asia,512,Oman,2016,Female,-,-,-,11.1,-,-,Percentage,Country data,-,Age coverage - maximum age: 65 years old;,-
Proportion of women in managerial positions,Western Asia,634,Qatar,2007,Female,-,-,-,6.8,-,-,Percentage,Country data,-,Data reference period: October;,-
Proportion of women in managerial positions,Western Asia,634,Qatar,2009,Female,-,-,-,4.4,-,-,Percentage,Country data,-,Reference group coverage: Total employment;,-
Proportion of women in managerial positions,Western Asia,634,Qatar,2001,Female,-,-,-,4.7,-,-,Percentage,Country data,-,Data reference period: October,Reference group coverage: Nonstandard coverage of employed and/or unemployed persons;
Proportion of women in managerial positions,Western Asia,634,Qatar,2004,Female,-,-,-,8.1,-,-,Percentage,Country data,-,Data reference period: March;,-
Proportion of women in managerial positions,Western Asia,634,Qatar,2006,Female,-,-,-,7.3,-,-,Percentage,Country data,-,Data reference period: October;,-
Proportion of women in managerial positions,Western Asia,634,Qatar,2013,Female,-,-,-,12.2,-,-,Percentage,Country data,-,Data reference period: September,Reference group coverage: Excluding temporarily absent from work
Proportion of women in managerial positions,Western Asia,634,Qatar,2015,Female,-,-,-,14.7,-,-,Percentage,Country data,-,Data reference period: September,Age coverage - maximum age: 76 years or older  but bounded;
Proportion of women in managerial positions,Western Asia,634,Qatar,2016,Female,-,-,-,14.9,-,-,Percentage,Country data,-,Data reference period: September;,-
Proportion of women in managerial positions,Western Asia,634,Qatar,2017,Female,-,-,-,15.1,-,-,Percentage,Country data,-,Data reference period: September;,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2008,Female,-,-,-,7.1,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2007,Female,-,-,-,9.2,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2009,Female,-,-,-,5.4,-,-,Percentage,Country data,-,Reference group coverage: Total employment;,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2006,Female,-,-,-,9,-,-,Percentage,Country data,-,Data reference period: April;,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2013,Female,-,-,-,6.8,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2015,Female,-,-,-,5.8,-,-,Percentage,Country data,-,Data reference period: Second semester;,-
Proportion of women in managerial positions,Western Asia,682,Saudi Arabia,2014,Female,-,-,-,5.7,-,-,Percentage,Country data,-,Data reference period: Second semester;,-
Proportion of women in managerial positions,Western Asia,760,Syrian Arab Republic,2007,Female,-,-,-,10.2,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,760,Syrian Arab Republic,2009,Female,-,-,-,8.3,-,-,Percentage,Country data,-,Reference group coverage: Total employment;,-
Proportion of women in managerial positions,Western Asia,760,Syrian Arab Republic,2010,Female,-,-,-,9,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,784,United Arab Emirates,2008,Female,-,-,-,10,-,-,Percentage,Country data,-,Data reference period: February;,-
Proportion of women in managerial positions,Western Asia,784,United Arab Emirates,2005,Female,-,-,-,10.2,-,-,Percentage,Country data,-,Data reference period: December;,-
Proportion of women in managerial positions,Western Asia,784,United Arab Emirates,2016,Female,-,-,-,14.6,-,-,Percentage,Country data,-,Age coverage - maximum age: 65 years old;,-
Proportion of women in managerial positions,Western Asia,784,United Arab Emirates,2017,Female,-,-,-,12.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2003,Female,-,-,-,6.2,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2008,Female,-,-,-,9.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2005,Female,-,-,-,6.9,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2007,Female,-,-,-,8.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2009,Female,-,-,-,10.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2001,Female,-,-,-,8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2004,Female,-,-,-,6.6,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2006,Female,-,-,-,8.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2011,Female,-,-,-,11,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2002,Female,-,-,-,6.8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2012,Female,-,-,-,12.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2013,Female,-,-,-,14.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2015,Female,-,-,-,13.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2014,Female,-,-,-,13.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2016,Female,-,-,-,15.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,792,Turkey,2017,Female,-,-,-,15,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Western Asia,887,Yemen,2010,Female,-,-,-,5.7,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,887,Yemen,2004,Female,-,-,-,7.1,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,887,Yemen,2006,Female,-,-,-,2.1,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Western Asia,887,Yemen,2014,Female,-,-,-,4.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,96,Brunei Darussalam,2001,Female,-,-,-,25.7,-,-,Percentage,Country data,-,Data reference period: August;,-
Proportion of women in managerial positions,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,-,33.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;Break in series: Methodology revised
Proportion of women in managerial positions,South-eastern Asia,104,Myanmar,2015,Female,-,-,-,28.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;Break in series: Methodology revised
Proportion of women in managerial positions,South-eastern Asia,104,Myanmar,2017,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;Break in series: Methodology revised
Proportion of women in managerial positions,South-eastern Asia,116,Cambodia,2000,Female,-,-,-,12.6,-,-,Percentage,Country data,-,Data reference period: November,Age coverage - minimum age: 10 years old;
Proportion of women in managerial positions,South-eastern Asia,116,Cambodia,2001,Female,-,-,-,13.8,-,-,Percentage,Country data,-,Data reference period: November,Age coverage - minimum age: 10 years old;
Proportion of women in managerial positions,South-eastern Asia,116,Cambodia,2012,Female,-,-,-,30.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2003,Female,-,-,-,13.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2008,Female,-,-,-,21.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2000,Female,-,-,-,32.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2005,Female,-,-,-,12.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2007,Female,-,-,-,19.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2009,Female,-,-,-,19.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2010,Female,-,-,-,20.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2001,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2004,Female,-,-,-,11.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2006,Female,-,-,-,21.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2002,Female,-,-,-,15.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2012,Female,-,-,-,19.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2013,Female,-,-,-,21.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2015,Female,-,-,-,22.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2014,Female,-,-,-,23.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,360,Indonesia,2017,Female,-,-,-,27.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,418,Lao People's Democratic Republic,2010,Female,-,-,-,31.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,-,-,-,59,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;
